urls
http://bahia.com.br/
http://pt.wikipedia.org/wiki/Turismo_na_Bahia
http://www.bahia-turismo.com/turismo.htm
http://www.setur.ba.gov.br/
http://www.tripadvisor.com.br/Tourism-g303251-State_of_Bahia-Vacations.html
"/images?q=turismo na bahia&amp;amp;hl=pt-BR&amp;amp;sa=X&amp;amp;oi=image_result_group&amp;amp;ei=GlKgVOiPPIjngwTJqICADg&amp;amp;ved=0CFAQsAQ"
http://www.brasil-turismo.com/bahia/bahia.htm
http://www.guiademidia.com.br/cidades/bahia.htm
http://www.visiteabahia.com.br/
http://www.turismobahia.com/
