urls
http://pt.wikipedia.org/wiki/Sistema_embarcado
http://www.embarcados.com.br/
http://www.embarcados.com.br/sobre/
"/images?q=Sistemas embarcados&amp;amp;hl=pt-BR&amp;amp;sa=X&amp;amp;oi=image_result_group&amp;amp;ei=NpWnVPOoDoWwggSAyYDoAw&amp;amp;ved=0CDIQsAQ"
http://www.embarc.com.br/p1600.aspx
http://www.cesar.org.br/site/areas-de-conhecimento/sistemas-embarcados/
http://www.techtraining.eng.br/files/uploads/2013/04/19/artigo-sist-emb.pdf
http://www.hardware.com.br/artigos/entendendo-sistemas-embarcados/
http://www.hardware.com.br/artigos/sistemas-embarcados-computacao-invisivel/conceito.html
http://pt.wikibooks.org/wiki/Sistemas_operacionais/Sistemas_embarcados
