urls
http://pt.wikipedia.org/wiki/Sistema_embarcado
http://www.embarcados.com.br/
http://www.embarcados.com.br/sobre/
"/images?q=Sistemas embarcados&amp;amp;hl=pt-BR&amp;amp;sa=X&amp;amp;oi=image_result_group&amp;amp;ei=juqeVI7INsifggTLiILIAg&amp;amp;ved=0CCYQsAQ"
http://www.embarc.com.br/p1600.aspx
http://www.techtraining.eng.br/files/uploads/2013/04/19/artigo-sist-emb.pdf
http://www.cesar.org.br/site/areas-de-conhecimento/sistemas-embarcados/
http://pt.wikibooks.org/wiki/Sistemas_operacionais/Sistemas_embarcados
"http://www.cin.ufpe.br/~vba/periodos/8th/s.e/aulas/STP - Intro Sist Embarcados.pdf"
http://www.hardware.com.br/artigos/entendendo-sistemas-embarcados/
